"filename", "language", "JSON", "TypeScript", "JSON with Comments", "Markdown", "JavaScript", "XML", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"/Users/joshuakim/Documents/yeayea/rpgbot/src/db/events.ts", "TypeScript", 0, 186, 0, 0, 0, 0, 0, 0, 0, 42, 228
"/Users/joshuakim/Documents/yeayea/rpgbot/src/db/guilds.ts", "TypeScript", 0, 152, 0, 0, 0, 0, 0, 0, 0, 16, 168
"/Users/joshuakim/Documents/yeayea/rpgbot/src/db/index.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/joshuakim/Documents/yeayea/rpgbot/src/db/userGuildProfiles.ts", "TypeScript", 0, 416, 0, 0, 0, 0, 0, 0, 0, 83, 499
"/Users/joshuakim/Documents/yeayea/rpgbot/src/db/users.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 6, 41
"/Users/joshuakim/Documents/yeayea/rpgbot/src/deploy-commands.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 6, 35
"/Users/joshuakim/Documents/yeayea/rpgbot/src/events/guildCreate.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/joshuakim/Documents/yeayea/rpgbot/src/events/interactionCreate.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 11, 75
"/Users/joshuakim/Documents/yeayea/rpgbot/src/events/messageCreate.ts", "TypeScript", 0, 144, 0, 0, 0, 0, 0, 0, 0, 17, 161
"/Users/joshuakim/Documents/yeayea/rpgbot/src/events/voiceStateUpdate.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 2, 7, 53
"/Users/joshuakim/Documents/yeayea/rpgbot/src/index.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 9, 53
"/Users/joshuakim/Documents/yeayea/rpgbot/src/leveling/levels.ts", "TypeScript", 0, 96, 0, 0, 0, 0, 0, 0, 2, 19, 117
"/Users/joshuakim/Documents/yeayea/rpgbot/src/player/achievements.ts", "TypeScript", 0, 186, 0, 0, 0, 0, 0, 0, 0, 43, 229
"/Users/joshuakim/Documents/yeayea/rpgbot/src/player/inventory.ts", "TypeScript", 0, 457, 0, 0, 0, 0, 0, 0, 1, 93, 551
"/Users/joshuakim/Documents/yeayea/rpgbot/src/player/quests.ts", "TypeScript", 0, 208, 0, 0, 0, 0, 0, 0, 13, 50, 271
"/Users/joshuakim/Documents/yeayea/rpgbot/src/player/roles.ts", "TypeScript", 0, 114, 0, 0, 0, 0, 0, 0, 0, 34, 148
"/Users/joshuakim/Documents/yeayea/rpgbot/src/player/trading.ts", "TypeScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 9, 52
"/Users/joshuakim/Documents/yeayea/rpgbot/src/types/achievement.ts", "TypeScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 7, 55
"/Users/joshuakim/Documents/yeayea/rpgbot/src/types/cache.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 3, 47
"/Users/joshuakim/Documents/yeayea/rpgbot/src/types/dbuser.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"/Users/joshuakim/Documents/yeayea/rpgbot/src/types/economy.ts", "TypeScript", 0, 59, 0, 0, 0, 0, 0, 0, 0, 9, 68
"/Users/joshuakim/Documents/yeayea/rpgbot/src/types/guild.ts", "TypeScript", 0, 209, 0, 0, 0, 0, 0, 0, 0, 17, 226
"/Users/joshuakim/Documents/yeayea/rpgbot/src/types/logging.ts", "TypeScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 8, 60
"/Users/joshuakim/Documents/yeayea/rpgbot/src/types/quest.ts", "TypeScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 9, 74
"/Users/joshuakim/Documents/yeayea/rpgbot/src/types/userprofile.ts", "TypeScript", 0, 59, 0, 0, 0, 0, 0, 0, 0, 2, 61
"/Users/joshuakim/Documents/yeayea/rpgbot/src/ui/canvas/drawEmojis.ts", "TypeScript", 0, 83, 0, 0, 0, 0, 0, 0, 6, 19, 108
"/Users/joshuakim/Documents/yeayea/rpgbot/src/ui/canvas/testcanvas.mjs", "JavaScript", 0, 0, 0, 0, 27, 0, 0, 0, 5, 12, 44
"/Users/joshuakim/Documents/yeayea/rpgbot/src/ui/panel/mainPanel.ts", "TypeScript", 0, 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"/Users/joshuakim/Documents/yeayea/rpgbot/src/ui/panel/panelButton.ts", "TypeScript", 0, 982, 0, 0, 0, 0, 0, 0, 0, 252, 1234
"/Users/joshuakim/Documents/yeayea/rpgbot/src/ui/panel/panelModal.ts", "TypeScript", 0, 833, 0, 0, 0, 0, 0, 0, 0, 180, 1013
"/Users/joshuakim/Documents/yeayea/rpgbot/src/ui/panel/panelSelection.ts", "TypeScript", 0, 402, 0, 0, 0, 0, 0, 0, 0, 64, 466
"/Users/joshuakim/Documents/yeayea/rpgbot/tsconfig.json", "JSON with Comments", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/joshuakim/Documents/yeayea/tsconfig.json", "JSON with Comments", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/joshuakim/Documents/yeayea/web/README.md", "Markdown", 0, 0, 0, 23, 0, 0, 0, 0, 0, 14, 37
"/Users/joshuakim/Documents/yeayea/web/app/api/auth/[...nextauth]/auth.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 2, 24
"/Users/joshuakim/Documents/yeayea/web/app/api/auth/[...nextauth]/route.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/joshuakim/Documents/yeayea/web/app/api/discord/guilds/[guildId]/config/route.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 10, 46
"/Users/joshuakim/Documents/yeayea/web/app/api/discord/guilds/route.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 11, 53
"/Users/joshuakim/Documents/yeayea/web/app/components/achievements/achievementsEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 649, 0, 12, 66, 727
"/Users/joshuakim/Documents/yeayea/web/app/components/configDisplay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 1, 2, 14
"/Users/joshuakim/Documents/yeayea/web/app/components/dashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 7, 54
"/Users/joshuakim/Documents/yeayea/web/app/components/levels/levelsEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 552, 0, 12, 51, 615
"/Users/joshuakim/Documents/yeayea/web/app/components/logging/loggingEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 215, 0, 12, 27, 254
"/Users/joshuakim/Documents/yeayea/web/app/components/shop/shopBasicsEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 958, 0, 12, 109, 1079
"/Users/joshuakim/Documents/yeayea/web/app/components/styles/styleBasicsEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 186, 0, 4, 27, 217
"/Users/joshuakim/Documents/yeayea/web/app/components/xp/xpBasicsEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1063, 0, 18, 95, 1176
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/achievements/achievementPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 9, 47
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/achievements/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 42, 0, 0, 6, 48
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/levels/levelsPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 9, 47
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/levels/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/logging/loggingPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 9, 48
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/logging/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 4, 15
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/shop/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/shop/shopPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 9, 47
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/styles/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/styles/stylePageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 9, 47
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/xp/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/[guildId]/xp/xpPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 1, 9, 48
"/Users/joshuakim/Documents/yeayea/web/app/dashboard/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 4, 21
"/Users/joshuakim/Documents/yeayea/web/app/globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 22, 0, 5, 27
"/Users/joshuakim/Documents/yeayea/web/app/hooks/useGuildConfig.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 1, 12, 67
"/Users/joshuakim/Documents/yeayea/web/app/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 13
"/Users/joshuakim/Documents/yeayea/web/app/lib/db.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 1, 4, 20
"/Users/joshuakim/Documents/yeayea/web/app/lib/discord.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 12, 43
"/Users/joshuakim/Documents/yeayea/web/app/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 6, 38
"/Users/joshuakim/Documents/yeayea/web/app/providers.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"/Users/joshuakim/Documents/yeayea/web/eslint.config.mjs", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 2, 3, 19
"/Users/joshuakim/Documents/yeayea/web/next.config.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 1, 3, 8
"/Users/joshuakim/Documents/yeayea/web/package.json", "JSON", 32, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"/Users/joshuakim/Documents/yeayea/web/postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
"/Users/joshuakim/Documents/yeayea/web/public/file.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/Users/joshuakim/Documents/yeayea/web/public/globe.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/Users/joshuakim/Documents/yeayea/web/public/next.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/Users/joshuakim/Documents/yeayea/web/public/vercel.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/Users/joshuakim/Documents/yeayea/web/public/window.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/Users/joshuakim/Documents/yeayea/web/tailwind.config.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 0, 1, 1, 7
"/Users/joshuakim/Documents/yeayea/web/tsconfig.json", "JSON with Comments", 0, 0, 34, 0, 0, 0, 0, 0, 0, 1, 35
"Total", "-", 9162, 11137, 68, 52, 52, 5, 4058, 22, 264, 2693, 27513
